timestamp,saleor_cpu,saleor_memory,locust_cpu,locust_memory
2025-12-31 21:45:23,0.3482682850999817,0.06475849151611328,0.03079645374486786,0.04003702799479166
2025-12-31 21:50:23,0.33632622898636166,0.06475811004638672,0.030068327886695168,0.04010340372721354
2025-12-31 21:55:23,0.36445605114272267,0.06476678848266601,0.031136918557180954,0.040205128987630206
2025-12-31 22:00:23,0.34591149561620776,0.06475515365600586,0.03135098472882401,0.04030253092447916
2025-12-31 22:05:23,0.3528645449442789,0.06479463577270508,0.03083216505752301,0.04036153157552084
2025-12-31 22:10:23,0.3849316458025731,0.06477699279785157,0.02965140228717034,0.040413157145182295
2025-12-31 22:15:23,0.35881598689882865,0.0647705078125,0.02944346180053613,0.04053548177083333
2025-12-31 22:20:23,0.3373434770572675,0.06476993560791015,0.029718727399208045,0.040556844075520834
2025-12-31 22:25:23,0.34790414679016346,0.06477031707763672,0.030123552096042356,0.04062779744466146
2025-12-31 22:30:23,0.3455629757982195,0.06477088928222656,0.029073583908867957,0.04074859619140625
2025-12-31 22:35:23,0.35126579339576075,0.06477918624877929,0.0306817560134664,0.04080886840820313
2025-12-31 22:40:23,0.34412168359929896,0.06474523544311524,0.030163469864582137,0.04093246459960937
